window_idx,window_start,window_end,window_seconds,hrv_status,hrv_coverage,rmssd_ms,sdnn_ms,baseline_rmssd_ms,rmssd_ratio,eye_frames_count,on_screen_ratio,face_detected_ratio,mean_dwell_ms,max_dwell_ms,section_transitions,dominant_section,mean_iris_delta,mean_blink_rate_bpm,head_shifted_ratio,cognitive_state,cognitive_load_score,cognitive_state_desc
90,2026-09-19T12:51:46.373564+00:00,2026-09-19T12:52:11.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
91,2026-09-19T12:51:51.373564+00:00,2026-09-19T12:52:16.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
92,2026-09-19T12:51:56.373564+00:00,2026-09-19T12:52:21.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
93,2026-09-19T12:52:01.373564+00:00,2026-09-19T12:52:26.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
94,2026-09-19T12:52:06.373564+00:00,2026-09-19T12:52:31.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
95,2026-09-19T12:52:11.373564+00:00,2026-09-19T12:52:36.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
96,2026-09-19T12:52:16.373564+00:00,2026-09-19T12:52:41.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
97,2026-09-19T12:52:21.373564+00:00,2026-09-19T12:52:46.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
98,2026-09-19T12:52:26.373564+00:00,2026-09-19T12:52:51.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
99,2026-09-19T12:52:31.373564+00:00,2026-09-19T12:52:56.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
100,2026-09-19T12:52:36.373564+00:00,2026-09-19T12:53:01.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
101,2026-09-19T12:52:41.373564+00:00,2026-09-19T12:53:06.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
102,2026-09-19T12:52:46.373564+00:00,2026-09-19T12:53:11.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
103,2026-09-19T12:52:51.373564+00:00,2026-09-19T12:53:16.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
104,2026-09-19T12:52:56.373564+00:00,2026-09-19T12:53:21.373564+00:00,25.0,gap,0.0,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
105,2026-09-19T12:53:01.373564+00:00,2026-09-19T12:53:26.373564+00:00,25.0,insufficient_data,0.18265625,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
106,2026-09-19T12:53:06.373564+00:00,2026-09-19T12:53:31.373564+00:00,25.0,insufficient_data,0.3924609375,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
107,2026-09-19T12:53:11.373564+00:00,2026-09-19T12:53:36.373564+00:00,25.0,recovering,0.3924609375,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
108,2026-09-19T12:53:16.373564+00:00,2026-09-19T12:53:41.373564+00:00,25.0,gap,0.3924609375,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
109,2026-09-19T12:53:21.373564+00:00,2026-09-19T12:53:46.373564+00:00,25.0,insufficient_data,0.5339984374999767,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
110,2026-09-19T12:53:26.373564+00:00,2026-09-19T12:53:51.373564+00:00,25.0,gap,0.3948578124999767,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
111,2026-09-19T12:53:31.373564+00:00,2026-09-19T12:53:56.373564+00:00,25.0,gap,0.2190234375,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
112,2026-09-19T12:53:36.373564+00:00,2026-09-19T12:54:01.373564+00:00,25.0,insufficient_data,0.4569140625,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
113,2026-09-19T12:53:41.373564+00:00,2026-09-19T12:54:06.373564+00:00,25.0,insufficient_data,0.5691937499999767,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
114,2026-09-19T12:53:46.373564+00:00,2026-09-19T12:54:11.373564+00:00,25.0,insufficient_data,0.65171875,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
115,2026-09-19T12:53:51.373564+00:00,2026-09-19T12:54:16.373564+00:00,25.0,ready,0.8188671875,50.439610343138014,45.69788004551791,45.177511365921006,1.116,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
116,2026-09-19T12:53:56.373564+00:00,2026-09-19T12:54:21.373564+00:00,25.0,ready,0.99515625,50.78292676232409,62.39970385789675,45.177511365921006,1.124,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
117,2026-09-19T12:54:01.373564+00:00,2026-09-19T12:54:26.373564+00:00,25.0,ready,0.9824609375,50.03182140338824,65.46074959036153,45.177511365921006,1.107,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
118,2026-09-19T12:54:06.373564+00:00,2026-09-19T12:54:31.373564+00:00,25.0,ready,0.962109375,53.101395416160955,67.57867501073049,45.177511365921006,1.175,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
119,2026-09-19T12:54:11.373564+00:00,2026-09-19T12:54:36.373564+00:00,25.0,ready,0.9872265625,52.95129054155125,63.29133821210105,45.177511365921006,1.172,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
120,2026-09-19T12:54:16.373564+00:00,2026-09-19T12:54:41.373564+00:00,25.0,ready,0.9680859375,50.52853514743063,51.06571202702456,45.177511365921006,1.118,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
121,2026-09-19T12:54:21.373564+00:00,2026-09-19T12:54:46.373564+00:00,25.0,ready,0.9660546875,48.9837513906063,60.76658659781541,45.177511365921006,1.084,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
122,2026-09-19T12:54:26.373564+00:00,2026-09-19T12:54:51.373564+00:00,25.0,ready,0.9408203125,44.15556341311679,56.6360917035332,45.177511365921006,0.977,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
123,2026-09-19T12:54:31.373564+00:00,2026-09-19T12:54:56.373564+00:00,25.0,ready,0.9412109375,40.838172102900614,58.318870158073196,45.177511365921006,0.904,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
124,2026-09-19T12:54:36.373564+00:00,2026-09-19T12:55:01.373564+00:00,25.0,ready,0.919296875,33.76693572773693,69.0943324000574,45.177511365921006,0.747,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
125,2026-09-19T12:54:41.373564+00:00,2026-09-19T12:55:06.373564+00:00,25.0,ready,0.899296875,37.86363780365561,75.47719135191763,45.177511365921006,0.838,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
126,2026-09-19T12:54:46.373564+00:00,2026-09-19T12:55:11.373564+00:00,25.0,ready,0.910703125,35.64324492212691,83.64965560146754,45.177511365921006,0.789,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
127,2026-09-19T12:54:51.373564+00:00,2026-09-19T12:55:16.373564+00:00,25.0,ready,0.889765625,35.90572317410762,84.88523250111852,45.177511365921006,0.795,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
128,2026-09-19T12:54:56.373564+00:00,2026-09-19T12:55:21.373564+00:00,25.0,ready,0.9106640625,47.698394112514,101.44858207031358,45.177511365921006,1.056,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
129,2026-09-19T12:55:01.373564+00:00,2026-09-19T12:55:26.373564+00:00,25.0,ready,0.8908984375,40.35625041821397,46.87577988717547,45.177511365921006,0.893,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
130,2026-09-19T12:55:06.373564+00:00,2026-09-19T12:55:31.373564+00:00,25.0,ready,0.9816696874999615,41.79067172836144,46.20845474130465,45.177511365921006,0.925,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
131,2026-09-19T12:55:11.373564+00:00,2026-09-19T12:55:36.373564+00:00,25.0,ready,0.9719431249999616,42.407340306193944,62.25395211587893,45.177511365921006,0.939,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
132,2026-09-19T12:55:16.373564+00:00,2026-09-19T12:55:41.373564+00:00,25.0,ready,0.9875681249999616,41.02123704422138,74.43251935472547,45.177511365921006,0.908,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
133,2026-09-19T12:55:21.373564+00:00,2026-09-19T12:55:46.373564+00:00,25.0,gap,0.8439743749999615,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
134,2026-09-19T12:55:26.373564+00:00,2026-09-19T12:55:51.373564+00:00,25.0,recovering,0.6439743749999616,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
135,2026-09-19T12:55:31.373564+00:00,2026-09-19T12:55:56.373564+00:00,25.0,insufficient_data,0.7242478124999616,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
136,2026-09-19T12:55:36.373564+00:00,2026-09-19T12:56:01.373564+00:00,25.0,insufficient_data,0.7163962499999615,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
137,2026-09-19T12:55:41.373564+00:00,2026-09-19T12:56:06.373564+00:00,25.0,insufficient_data,0.7350681249999615,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
138,2026-09-19T12:55:46.373564+00:00,2026-09-19T12:56:11.373564+00:00,25.0,ready,0.8722265625,28.744087322055602,50.97570910887038,45.177511365921006,0.636,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
139,2026-09-19T12:55:51.373564+00:00,2026-09-19T12:56:16.373564+00:00,25.0,ready,0.9745653124999081,30.34093915027459,41.713318037332925,45.177511365921006,0.672,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
140,2026-09-19T12:55:56.373564+00:00,2026-09-19T12:56:21.373564+00:00,25.0,ready,0.898354374999908,32.509097827580476,36.436492727817566,45.177511365921006,0.72,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
141,2026-09-19T12:56:01.373564+00:00,2026-09-19T12:56:26.373564+00:00,25.0,recovering,0.698354374999908,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
142,2026-09-19T12:56:06.373564+00:00,2026-09-19T12:56:31.373564+00:00,25.0,insufficient_data,0.7646043749999081,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
143,2026-09-19T12:56:11.373564+00:00,2026-09-19T12:56:36.373564+00:00,25.0,insufficient_data,0.766479374999908,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
144,2026-09-19T12:56:16.373564+00:00,2026-09-19T12:56:41.373564+00:00,25.0,insufficient_data,0.772338749999908,,,45.177511365921006,,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
145,2026-09-19T12:56:21.373564+00:00,2026-09-19T12:56:46.373564+00:00,25.0,ready,0.864921875,45.509069859239325,40.69356155183319,45.177511365921006,1.007,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
146,2026-09-19T12:56:26.373564+00:00,2026-09-19T12:56:51.373564+00:00,25.0,ready,0.970234375,43.343277995054166,42.99012293356814,45.177511365921006,0.959,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
147,2026-09-19T12:56:31.373564+00:00,2026-09-19T12:56:56.373564+00:00,25.0,ready,0.8943359375,48.13281991325652,47.80851997996321,45.177511365921006,1.065,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
148,2026-09-19T12:56:36.373564+00:00,2026-09-19T12:57:01.373564+00:00,25.0,ready,0.9084765625,42.899644556082215,44.73851295963523,45.177511365921006,0.95,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
149,2026-09-19T12:56:41.373564+00:00,2026-09-19T12:57:06.373564+00:00,25.0,ready,0.825546875,36.541188867998244,35.943425357603,45.177511365921006,0.809,0,0.0,0.0,0.0,0.0,0,none,0.0,0.0,0.0,DISTRACTED,20.0,Pandangan dominan keluar layar / tidak menatap editor
